88.91389642,69.8037889,1
94.83450672,45.6943068,1
67.31925747,66.58935318,1
57.23870632,59.51428198,1
80.366756,90.9601479,1
68.46852179,85.5943071,1
42.07545454,78.844786,0
75.47770201,90.424539,1
78.63542435,96.64742717,1
52.34800399,60.76950526,0
94.09433113,77.15910509,1
90.44855097,87.50879176,1
55.48216114,35.57070347,0
74.49269242,84.84513685,1
89.84580671,45.35828361,1
83.48916274,48.3802858,1
42.26170081,87.10385094,1
99.31500881,68.77540947,1
55.34001756,64.93193801,1
74.775893,89.5298129,1
