1.373546189,2.379633323,positive
2.183643324,3.042115873,positive
1.164371388,2.089078351,positive
3.595280802,3.158028772,positive
2.329507772,2.345415356,positive
1.179531616,4.767287269,positive
2.487429052,3.716707476,positive
2.738324705,3.910174229,positive
2.575781352,3.384185358,positive
1.694611613,4.682176081,positive
3.511781168,2.364263546,positive
2.389843236,2.53835527,positive
1.378759419,4.432282239,positive
-0.214699887,2.349303647,positive
3.124930918,2.792619256,positive
1.955066391,2.607192071,positive
1.983809737,2.680007131,positive
2.943836211,2.720886697,positive
2.821221195,3.494188331,positive
2.593901321,2.822669518,positive
2.918977372,2.494042538,positive
2.782136301,4.343038825,positive
2.074564983,2.785420591,positive
0.010648304,2.82044347,positive
2.619825748,2.899809259,positive
1.94387126,3.712666307,positive
1.844204493,2.926435596,positive
0.529247616,2.962365829,positive
1.521849945,2.318339521,positive
2.41794156,2.675729728,positive
3.358679552,3.06016044,positive
1.897212273,2.411105514,positive
2.387671612,3.531496193,positive
1.946194959,1.481605918,positive
0.622940443,3.306557861,positive
1.585005437,1.463550176,positive
1.605710046,2.699023873,positive
1.940686603,2.471720096,positive
3.100025372,2.347905219,positive
2.763175748,2.943103222,positive
1.835476404,1.085640574,positive
1.74663832,4.176583312,positive
2.696963375,1.335027564,positive
2.556663199,2.536469599,positive
1.311244305,1.884079895,positive
1.292504843,2.249180999,positive
2.364581962,5.087166546,positive
2.768532925,3.01739562,positive
1.887653788,1.71369947,positive
2.881107726,1.359394466,positive
2.39810588,3.450187101,positive
1.387973607,2.981440167,positive
2.341119691,2.681931625,positive
0.870636904,2.070637853,positive
3.433023702,1.51253969,positive
3.980399899,1.924807703,positive
1.632778524,4.000028804,positive
0.955865374,2.378733305,positive
2.569719627,1.615573153,positive
1.864945396,4.869290622,positive
4.401617761,3.425100377,positive
1.960759997,2.761352899,positive
2.689739362,4.058483049,positive
2.028002159,3.886422651,positive
1.256726791,2.380756952,positive
2.1887923,5.206102465,positive
0.195041371,2.74497297,positive
3.465554862,1.57550535,positive
2.153253338,2.855600398,positive
4.17261167,3.207538339,positive
2.475509529,5.307978399,positive
1.290053569,3.105802368,positive
2.610726353,3.456998805,positive
1.065902368,2.922847065,positive
0.7463666,2.665999158,positive
2.291446236,2.965273972,positive
1.556708127,3.787639606,positive
2.001105352,5.075245009,positive
2.074341324,4.027392439,positive
1.410479054,4.207908398,positive
1.431331267,1.768676578,positive
1.864821385,3.98389557,positive
3.178086997,3.219924804,positive
0.4764332,1.532749971,positive
2.593946188,3.521022743,positive
2.332950371,2.841245395,positive
3.063099837,4.464587312,positive
1.695816076,2.233918,positive
2.37001881,2.569788246,positive
2.267098791,2.073890503,positive
1.457479969,2.822896039,positive
3.207867806,3.402011779,positive
3.160402616,2.268251827,positive
2.70021365,3.830373168,positive
3.586833455,1.791917214,positive
2.558486426,1.952015587,positive
0.723407792,4.441157707,positive
1.426734586,1.984152535,positive
0.775387385,3.411974712,positive
1.526599364,2.618923949,positive
5.40940184,1.893673702,negative
6.688873286,-0.047298149,negative
6.586588433,2.971337386,negative
4.669092199,0.616367894,negative
2.714764465,2.654145302,negative
7.49766159,2.512212694,negative
5.667066167,1.082965734,negative
5.541327336,1.567220915,negative
4.986600477,-0.02454848,negative
5.510108423,1.323006503,negative
4.835624168,2.043612458,negative
5.420694643,1.099078487,negative
4.599753256,0.545863091,negative
3.629792122,0.344218148,negative
5.987838267,0.964077577,negative
6.519745025,2.069161461,negative
4.691259431,0.51602507,negative
3.746710244,0.878989889,negative
5.642241306,-0.294140004,negative
4.955290863,1.494312836,negative
3.266781593,2.30790152,negative
5.00213186,2.497041009,negative
4.369699666,1.814702731,negative
4.65903142,-0.86978879,negative
3.843427637,1.482029504,negative
6.803141908,1.456135603,negative
4.668867964,0.646599714,negative
3.394486588,1.170489471,negative
5.197193439,0.135964046,negative
5.263175646,1.679230774,negative
4.0141733,0.672898985,negative
2.111079328,-0.569082185,negative
4.359518297,0.632549244,negative
5.570507636,2.364434929,negative
4.940276724,0.665718635,negative
4.901821256,1.732750042,negative
5.560820729,1.94658564,negative
3.813541361,1.004398704,negative
6.096777044,0.647677694,negative
4.994655972,0.470304491,negative
5.707310667,1.739589226,negative
6.034107735,-0.063457415,negative
5.223480415,1.246210844,negative
4.121292387,0.710500633,negative
6.162964556,-1.264889356,negative
2.999835055,-0.408850456,negative
4.45520926,1.916019329,negative
4.744329291,0.808721049,negative
4.833878963,1.803283216,negative
6.020463909,2.887474463,negative
5.136221893,2.473881181,negative
5.407167603,1.677268492,negative
4.930345187,1.379962687,negative
4.752335658,0.807201574,negative
5.695550807,2.577891795,negative
6.146228357,1.596234109,negative
2.596903785,-0.173576941,negative
5.572739555,0.844357465,negative
5.374724407,-0.91890982,negative
4.574732278,0.804741154,negative
5.951012808,-1.59232767,negative
4.610762818,2.314002167,negative
4.715669338,0.364456999,negative
5.857409778,0.570021161,negative
6.719627299,0.830681668,negative
5.270054901,1.612218174,negative
4.57781599,1.678340177,negative
3.810886705,1.567951972,negative
4.668967021,0.427457396,negative
4.060170673,-0.363291256,negative
4.741067417,0.611277756,negative
5.394379168,1.277914132,negative
4.148142908,0.176918878,negative
7.649166881,0.931159066,negative
5.156011676,-0.167662326,negative
6.130207267,0.991690986,negative
2.71087602,1.128855402,negative
5.741001157,0.854124372,negative
3.68375484,0.836089043,negative
5.919803678,2.763552003,negative
5.398130155,1.762586512,negative
4.592471421,2.111431081,negative
6.32425863,0.076793047,negative
4.298768331,1.164341838,negative
4.419385696,2.154825187,negative
3.998927819,0.943478575,negative
4.331821393,-1.129360648,negative
5.945184953,1.344845762,negative
5.43370215,-0.904955446,negative
6.005159218,0.188829847,negative
4.609881336,2.324004321,negative
5.376370292,1.615636849,negative
5.244164924,2.091668956,negative
3.573742658,1.306604862,negative
6.778429287,0.889841238,negative
5.134447661,0.075687227,negative
5.765598999,2.592913754,negative
5.955136677,1.045010598,negative
4.949434299,0.284871599,negative
4.69418458,1.8652231,negative
